65841, 31.80, 1007.35, 47.98
65842, 31.81, 1007.30, 47.97
65843, 31.81, 1007.39, 47.99
65844, 31.80, 1007.30, 47.97
65845, 31.81, 1007.30, 47.97
65846, 31.80, 1007.33, 47.96
65847, 31.80, 1007.35, 47.97
65848, 31.80, 1007.35, 47.95
65849, 31.81, 1007.39, 47.97
65850, 31.81, 1007.36, 47.96
65851, 31.81, 1007.30, 47.96
65852, 31.81, 1007.22, 47.97
65853, 31.80, 1007.33, 47.97
65854, 31.81, 1007.45, 47.97
65855, 31.80, 1007.32, 47.96
65856, 31.81, 1007.36, 47.96
65857, 31.81, 1007.31, 47.96
65858, 31.81, 1007.34, 47.96
65859, 31.81, 1007.31, 47.95
65860, 31.81, 1007.40, 47.96
65861, 31.81, 1007.39, 47.96
65862, 31.81, 1007.36, 47.96
65863, 31.81, 1007.36, 47.96
65864, 31.82, 1007.38, 47.96
65865, 31.81, 1007.34, 47.93
65866, 31.82, 1007.36, 47.95
65867, 31.81, 1007.31, 47.95
65868, 31.81, 1007.31, 47.95
65869, 31.82, 1007.38, 47.95
65870, 31.82, 1007.32, 47.96
65871, 31.82, 1007.35, 47.93
65872, 31.82, 1007.33, 47.92
65873, 31.82, 1007.36, 47.94
65874, 31.82, 1007.36, 47.92
65875, 31.82, 1007.30, 47.93
65876, 31.82, 1007.27, 47.92
65877, 31.83, 1007.39, 47.94
65878, 31.82, 1007.46, 47.92
65879, 31.81, 1007.34, 47.93
65880, 31.82, 1007.38, 47.94
65881, 31.82, 1007.35, 47.96
65882, 31.81, 1007.34, 47.95
65883, 31.82, 1007.33, 47.95
65884, 31.82, 1007.38, 47.95
65885, 31.83, 1007.36, 47.96
65886, 31.82, 1007.41, 47.97
65887, 31.82, 1007.35, 47.95
65888, 31.81, 1007.37, 47.95
65889, 31.82, 1007.36, 47.95
65890, 31.82, 1007.36, 47.96
65891, 31.82, 1007.33, 47.96
65892, 31.82, 1007.32, 47.95
65893, 31.82, 1007.26, 47.96
65894, 31.82, 1007.29, 47.96
65895, 31.82, 1007.35, 47.97
65896, 31.82, 1007.29, 47.96
65897, 31.82, 1007.33, 47.95
65898, 31.81, 1007.26, 47.93
65899, 31.82, 1007.33, 47.95
65900, 31.82, 1007.30, 47.97
65901, 31.81, 1007.31, 47.95
65902, 31.82, 1007.35, 47.95
65903, 31.82, 1007.33, 47.96
65904, 31.82, 1007.26, 47.96
65905, 31.82, 1007.33, 47.96
65906, 31.82, 1007.32, 47.96
65907, 31.82, 1007.30, 47.94
65908, 31.82, 1007.33, 47.94
65909, 31.82, 1007.30, 47.94
65910, 31.83, 1007.34, 47.94
65911, 31.82, 1007.35, 47.94
65912, 31.83, 1007.34, 47.94
65913, 31.83, 1007.37, 47.95
65914, 31.83, 1007.34, 47.94
65915, 31.83, 1007.34, 47.93
65916, 31.82, 1007.33, 47.95
65917, 31.84, 1007.35, 47.94
65918, 31.83, 1007.28, 47.95
65919, 31.82, 1007.33, 47.96
65920, 31.82, 1007.24, 47.92
65921, 31.82, 1007.21, 47.94
65922, 31.82, 1007.30, 47.93
65923, 31.82, 1007.30, 47.93
65924, 31.83, 1007.31, 47.91
65925, 31.82, 1007.30, 47.92
65926, 31.83, 1007.31, 47.93
65927, 31.84, 1007.32, 47.93
65928, 31.83, 1007.25, 47.93
65929, 31.82, 1007.26, 47.93
65930, 31.83, 1007.36, 47.94
65931, 31.83, 1007.28, 47.94
65932, 31.83, 1007.22, 47.92
65933, 31.84, 1007.29, 47.91
65934, 31.82, 1007.27, 47.91
65935, 31.82, 1007.24, 47.91
65936, 31.83, 1007.32, 47.90
65937, 31.83, 1007.29, 47.90
65938, 31.83, 1007.29, 47.90
65939, 31.84, 1007.29, 47.90
65940, 31.84, 1007.21, 47.90
