383195, 30.53, 996.49, 45.79
383196, 30.53, 996.52, 45.80
383197, 30.52, 996.54, 45.78
383198, 30.53, 996.54, 45.80
383199, 30.53, 996.55, 45.79
383200, 30.53, 996.52, 45.79
383201, 30.52, 996.50, 45.80
383202, 30.52, 996.48, 45.81
383203, 30.52, 996.50, 45.81
383204, 30.52, 996.48, 45.81
383205, 30.52, 996.53, 45.79
383206, 30.53, 996.46, 45.79
383207, 30.55, 996.49, 45.79
383208, 30.55, 996.49, 45.79
383209, 30.54, 996.45, 45.78
383210, 30.54, 996.42, 45.79
383211, 30.54, 996.43, 45.78
383212, 30.53, 996.41, 45.78
383213, 30.53, 996.47, 45.79
383214, 30.54, 996.45, 45.78
383215, 30.54, 996.45, 45.78
383216, 30.55, 996.49, 45.79
383217, 30.56, 996.39, 45.77
383218, 30.54, 996.43, 45.76
383219, 30.53, 996.43, 45.77
383220, 30.53, 996.38, 45.78
383221, 30.52, 996.45, 45.78
383222, 30.53, 996.40, 45.81
383223, 30.52, 996.44, 45.80
383224, 30.52, 996.42, 45.79
383225, 30.52, 996.33, 45.80
383226, 30.53, 996.43, 45.79
383227, 30.53, 996.50, 45.80
383228, 30.54, 996.50, 45.80
383229, 30.54, 996.42, 45.79
383230, 30.55, 996.41, 45.78
383231, 30.54, 996.42, 45.78
383232, 30.55, 996.49, 45.78
383233, 30.55, 996.50, 45.78
383234, 30.56, 996.37, 45.77
383235, 30.57, 996.46, 45.74
383236, 30.56, 996.46, 45.72
383237, 30.57, 996.50, 45.74
383238, 30.57, 996.52, 45.72
383239, 30.56, 996.46, 45.73
383240, 30.57, 996.49, 45.73
383241, 30.55, 996.53, 45.74
383242, 30.56, 996.48, 45.75
383243, 30.55, 996.49, 45.75
383244, 30.56, 996.48, 45.77
383245, 30.56, 996.51, 45.74
383246, 30.55, 996.43, 45.76
383247, 30.55, 996.46, 45.75
383248, 30.55, 996.44, 45.75
383249, 30.56, 996.45, 45.76
383250, 30.55, 996.46, 45.75
383251, 30.55, 996.53, 45.76
383252, 30.54, 996.43, 45.78
383253, 30.55, 996.41, 45.77
383254, 30.55, 996.41, 45.76
383255, 30.54, 996.43, 45.78
383256, 30.55, 996.46, 45.76
383257, 30.55, 996.41, 45.76
383258, 30.55, 996.44, 45.75
383259, 30.55, 996.44, 45.76
383260, 30.56, 996.45, 45.76
383261, 30.55, 996.43, 45.76
383262, 30.55, 996.38, 45.76
383263, 30.56, 996.45, 45.75
383264, 30.56, 996.40, 45.73
383265, 30.57, 996.36, 45.74
383266, 30.57, 996.39, 45.72
383267, 30.59, 996.47, 45.71
383268, 30.58, 996.39, 45.71
383269, 30.58, 996.43, 45.70
383270, 30.59, 996.47, 45.71
383271, 30.59, 996.44, 45.71
383272, 30.58, 996.43, 45.69
383273, 30.59, 996.45, 45.68
383274, 30.59, 996.42, 45.68
383275, 30.60, 996.49, 45.67
383276, 30.61, 996.41, 45.66
383277, 30.62, 996.44, 45.65
383278, 30.62, 996.46, 45.65
383279, 30.63, 996.42, 45.63
383280, 30.61, 996.41, 45.65
383281, 30.61, 996.42, 45.67
383282, 30.61, 996.47, 45.68
383283, 30.60, 996.38, 45.68
383284, 30.61, 996.42, 45.67
383285, 30.62, 996.44, 45.66
383286, 30.62, 996.46, 45.66
383287, 30.62, 996.49, 45.65
383288, 30.62, 996.40, 45.63
383289, 30.62, 996.38, 45.64
383290, 30.63, 996.42, 45.65
383291, 30.62, 996.35, 45.65
383292, 30.62, 996.35, 45.64
383293, 30.62, 996.38, 45.64
383294, 30.62, 996.37, 45.65
