52341, 31.82, 1006.82, 46.77
52342, 31.82, 1006.75, 46.75
52343, 31.82, 1006.79, 46.76
52344, 31.83, 1006.80, 46.75
52345, 31.84, 1006.78, 46.76
52346, 31.84, 1006.78, 46.76
52347, 31.83, 1006.83, 46.74
52348, 31.84, 1006.78, 46.74
52349, 31.83, 1006.80, 46.74
52350, 31.83, 1006.80, 46.73
52351, 31.83, 1006.80, 46.73
52352, 31.83, 1006.80, 46.74
52353, 31.84, 1006.79, 46.72
52354, 31.84, 1006.78, 46.73
52355, 31.84, 1006.73, 46.71
52356, 31.83, 1006.75, 46.71
52357, 31.83, 1006.75, 46.71
52358, 31.83, 1006.80, 46.71
52359, 31.85, 1006.83, 46.74
52360, 31.83, 1006.78, 46.73
52361, 31.83, 1006.80, 46.72
52362, 31.84, 1006.81, 46.73
52363, 31.84, 1006.78, 46.73
52364, 31.83, 1006.77, 46.73
52365, 31.84, 1006.81, 46.73
52366, 31.83, 1006.77, 46.73
52367, 31.84, 1006.90, 46.73
52368, 31.83, 1006.83, 46.71
52369, 31.83, 1006.83, 46.71
52370, 31.84, 1006.85, 46.72
52371, 31.84, 1006.81, 46.70
52372, 31.83, 1006.77, 46.71
52373, 31.84, 1006.81, 46.70
52374, 31.83, 1006.80, 46.73
52375, 31.84, 1006.76, 46.72
52376, 31.84, 1006.79, 46.72
52377, 31.84, 1006.78, 46.72
52378, 31.85, 1006.83, 46.71
52379, 31.84, 1006.79, 46.70
52380, 31.83, 1006.86, 46.71
52381, 31.84, 1006.82, 46.70
52382, 31.84, 1006.82, 46.69
52383, 31.85, 1006.86, 46.68
52384, 31.84, 1006.82, 46.69
52385, 31.84, 1006.78, 46.71
52386, 31.84, 1006.82, 46.69
52387, 31.84, 1006.81, 46.70
52388, 31.84, 1006.76, 46.69
52389, 31.83, 1006.74, 46.71
52390, 31.84, 1006.76, 46.69
52391, 31.83, 1006.72, 46.71
52392, 31.83, 1006.80, 46.71
52393, 31.84, 1006.76, 46.69
52394, 31.84, 1006.79, 46.71
52395, 31.84, 1006.78, 46.70
52396, 31.84, 1006.79, 46.71
52397, 31.83, 1006.72, 46.71
52398, 31.84, 1006.73, 46.71
52399, 31.83, 1006.78, 46.74
52400, 31.84, 1006.85, 46.75
52401, 31.84, 1006.78, 46.73
52402, 31.83, 1006.74, 46.73
52403, 31.83, 1006.77, 46.73
52404, 31.83, 1006.83, 46.73
52405, 31.84, 1006.81, 46.74
52406, 31.83, 1006.74, 46.75
52407, 31.84, 1006.76, 46.73
52408, 31.83, 1006.89, 46.74
52409, 31.84, 1006.84, 46.76
52410, 31.83, 1006.77, 46.75
52411, 31.83, 1006.86, 46.75
52412, 31.84, 1006.81, 46.74
52413, 31.82, 1006.85, 46.73
52414, 31.83, 1006.83, 46.75
52415, 31.84, 1006.84, 46.77
52416, 31.84, 1006.84, 46.76
52417, 31.84, 1006.87, 46.76
52418, 31.84, 1006.84, 46.74
52419, 31.84, 1006.90, 46.76
52420, 31.84, 1006.90, 46.76
52421, 31.84, 1006.87, 46.75
52422, 31.84, 1006.87, 46.75
52423, 31.84, 1006.87, 46.75
52424, 31.83, 1006.77, 46.75
52425, 31.83, 1006.77, 46.74
52426, 31.83, 1006.77, 46.75
52427, 31.84, 1006.76, 46.74
52428, 31.83, 1006.75, 46.74
52429, 31.83, 1006.83, 46.75
52430, 31.83, 1006.77, 46.75
52431, 31.83, 1006.83, 46.74
52432, 31.84, 1006.84, 46.75
52433, 31.84, 1006.84, 46.76
52434, 31.84, 1006.87, 46.76
52435, 31.83, 1006.85, 46.76
52436, 31.83, 1006.86, 46.75
52437, 31.83, 1006.80, 46.75
52438, 31.83, 1006.80, 46.74
52439, 31.84, 1006.84, 46.74
52440, 31.84, 1006.87, 46.75
